"","Domain","Phylum","Class","Order","Family","Genus","19GWC19006-C1-GOWN986--Li17090_S14_L002_R1_paired","19GWC19014-C3-GOWN972--Li16960_S26_L002_R1_paired","19GWC19018-C4-GOWN3026--Li16946_S12_L001_R1_paired","19GWC19019-C5-GOWN983--Li17091_S15_L002_R1_paired","19GWC19024-C8-GOWN980--Li17092_S16_L002_R1_paired","19GWC19026-C9-GOWN218--Li16961_S27_L002_R1_paired","19GWC19028-C10-GOWN114--Li17093_S17_L002_R1_paired","19GWC19036-C12-GOWN137--Li17086_S18_L002_R1_paired","19GWC19038-C13-GOWN144--Li17094_S19_L002_R1_paired","19GWC19041-C15-GOWN150--Li17095_S20_L002_R1_paired","19GWC19045-C17-GOWN265--Li16962_S28_L002_R1_paired","19GWC19047-C18-GOWN139--Li17096_S21_L002_R1_paired","19GWC19048-C19-GOWN142--Li16947_S13_L001_R1_paired","19GWC19049-C20-GOWN123--Li16963_S29_L002_R1_paired","19GWC19053-C21-GOWN760--Li16964_S30_L002_R1_paired","19GWC19059-C24-GOWN117--Li16965_S31_L002_R1_paired","19GWE00021-E1-GOWN449--Li17097_S22_L002_R1_paired","19GWE00050-E2-GOWN991--Li16966_S32_L002_R1_paired","19GWE00506-E6-GOWN200--Li17085_S8_L001_R1_paired","19GWE00515-E9-GOWN33--Li17098_S23_L002_R1_paired","19GWE00520-E10-GOWN1124--Li17087_S9_L001_R1_paired","19GWE00525-E14-GOWN1153--Li17088_S10_L001_R1_paired","19GWE00534-E19-GOWN1117--Li17089_S11_L001_R1_paired","19GWE00537-E21-GOWN62--Li17099_S24_L002_R1_paired","19GWE00545-E23-GOWN186--Li17100_S25_L002_R1_paired"
"ASV14060"," d__Bacteria"," p__Planctomycetota"," c__Brocadiia"," o__Brocadiales"," f__Brocadiaceae"," g__Kuenenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0
"ASV14061"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Dermatophilaceae"," g__Kytococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14062"," d__Archaea"," p__Asgardarchaeota"," c__Heimdallarchaeia"," o__Heimdallarchaeales"," f__Kariarchaeaceae"," g__LC-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14063"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__LGRT01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14064"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Chromatiales"," f__Chromatiaceae"," g__Lamprobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14065"," d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Bacillales_D"," f__Amphibacillaceae"," g__Lentibacillus_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV14066"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Lentibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14067"," d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Lactobacillales"," f__Lactobacillaceae"," g__Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14068"," d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Thermoactinomycetales"," f__Thermoactinomycetaceae"," g__Lihuaxuella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14069"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Litorimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14070"," d__Bacteria"," p__Gemmatimonadota"," c__Gemmatimonadetes"," o__Longimicrobiales"," f__Longimicrobiaceae"," g__Longimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14071"," d__Bacteria"," p__Acidobacteriota"," c__Thermoanaerobaculia"," o__Multivoradales"," f__UBA5704"," g__M0029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14072"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__Moranbacterales"," f__UBA2206"," g__M10-OD1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0
"ASV14073"," d__Bacteria"," p__Myxococcota"," c__UBA796"," o__UBA796"," f__GCA-2862545"," g__M1803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV14074"," d__Bacteria"," p__Myxococcota"," c__UBA796"," o__UBA796"," f__UBA2385"," g__M30B51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"ASV14075"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__Ilumatobacteraceae"," g__M30B72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ASV14076"," d__Bacteria"," p__Desulfobacterota"," c__Desulfobacteria"," o__Desulfobacterales"," f__Desulfosalsimonadaceae"," g__M55B175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ASV14077"," d__Bacteria"," p__Cyanobacteriota"," c__Cyanobacteriia"," o__Pseudanabaenales"," f__Pseudanabaenaceae"," g__M5B4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14078"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__UBA5794"," f__ZC4RG35"," g__MA-ANB-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,2
"ASV14079"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__MAG-121220-bin8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14080"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__MC1"," f__MC1"," g__MC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ASV14081"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Polyangiales"," f__Sandaracinaceae"," g__MED-G138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14082"," d__Bacteria"," p__Patescibacteria"," c__Paceibacteria"," o__UBA9973"," f__UBA9973"," g__MFUP01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"ASV14083"," d__Bacteria"," p__Bacillota_I"," c__Bacilli_A"," o__RF39"," f__UBA660"," g__MGBC139354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"ASV14084"," d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__MGBC163016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0
"ASV14085"," d__Archaea"," p__Thermoplasmatota"," c__Poseidoniia"," o__Poseidoniales"," f__Poseidoniaceae"," g__MGIIa-I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14086"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__E44-bin32"," g__MGOM01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0
"ASV14087"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__MH13"," g__MH13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3
"ASV14088"," d__Bacteria"," p__Deinococcota"," c__Deinococci"," o__Deinococcales"," f__Trueperaceae"," g__MPNL01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14089"," d__Archaea"," p__Halobacteriota"," c__Methanosarcinia"," o__Methanosarcinales"," f__Methanosarcinaceae"," g__MTP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14090"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Tenuifilaceae"," g__MWFE01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14091"," d__Bacteria"," p__Bacillota_I"," c__Bacilli_A"," o__Mycoplasmatales"," f__Mycoplasmoidaceae"," g__Malacoplasma_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0
"ASV14092"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Xanthomonadales"," f__Marinicellaceae"," g__Marinicella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV14093"," d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Thermoactinomycetales"," f__DSM-45169"," g__Marinithermofilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14094"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Nitrincolaceae"," g__Marinobacterium_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14095"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Marinomonadaceae"," g__Marinomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14096"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Maritimibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
"ASV14097"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Marivita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14098"," d__Bacteria"," p__Mcinerneyibacteriota"," c__Mcinerneyibacteria"," o__Mcinerneyibacteriales"," f__Mcinerneyibacteriaceae"," g__Mcinerneyibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14099"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__MedAcidi-G1"," g__MedAcidi-G2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14100"," d__Bacteria"," p__Bacillota_C"," c__Negativicutes"," o__Veillonellales"," f__Megasphaeraceae"," g__Megasphaera_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14101"," d__Bacteria"," p__Thermotogota"," c__Thermotogae"," o__Mesoaciditogales"," f__Mesoaciditogaceae"," g__Mesoaciditoga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14102"," d__Archaea"," p__Halobacteriota"," c__Methanosarcinia"," o__Methanosarcinales"," f__Methanosarcinaceae"," g__Methanohalophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"ASV14103"," d__Archaea"," p__Halobacteriota"," c__Methanomicrobia"," o__Methanomicrobiales"," f__Methanomicrobiaceae"," g__Methanoplanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
"ASV14104"," d__Archaea"," p__Thermoplasmatota"," c__Thermoplasmata"," o__Methanomassiliicoccales"," f__Methanomethylophilaceae"," g__Methanoplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0
"ASV14105"," d__Bacteria"," p__Verrucomicrobiota"," c__Verrucomicrobiae"," o__Methylacidiphilales"," f__Methylacidiphilaceae"," g__Methylacidimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14106"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Micavibrionales"," f__Micavibrionaceae"," g__Micavibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14107"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Micavibrionales"," f__Micavibrionaceae"," g__Micavibrio_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ASV14108"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Micavibrionales"," f__Micavibrionaceae"," g__Micavibrio_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14109"," d__Bacteria"," p__Cyanobacteriota"," c__Cyanobacteriia"," o__Cyanobacteriales"," f__Microcoleaceae"," g__Microcoleus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14110"," d__Bacteria"," p__Myxococcota"," c__Bradymonadia"," o__Bradymonadales"," f__Bradymonadaceae"," g__Microvenator",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0
"ASV14111"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Polyangiales"," f__Polyangiaceae"," g__Minicystis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14112"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__MnTg04"," f__MnTg04"," g__MnTg04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"ASV14113"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Actinomycetaceae"," g__Mobiluncus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14114"," d__Bacteria"," p__Bacillota_A"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Moryella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14115"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Rikenellaceae"," g__Mucinivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV14116"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Muriiphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV14117"," d__Bacteria"," p__Bacillota_I"," c__Bacilli_A"," o__Mycoplasmatales"," f__Metamycoplasmataceae"," g__Mycoplasma_M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
"ASV14118"," d__Bacteria"," p__Bacillota_I"," c__Bacilli_A"," o__Mycoplasmatales"," f__Mycoplasmoidaceae"," g__Mycoplasma_N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14119"," d__Bacteria"," p__KSB1"," c__UBA2214"," o__CR04bin15"," f__N075bin58"," g__N075bin58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14120"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__NORP181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14121"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhizobiales"," f__NORP267"," g__NORP267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14122"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Actinomycetaceae"," g__Nanchangia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV14123"," d__Bacteria"," p__Myxococcota"," c__Polyangia"," o__Nannocystales"," f__Nannocystaceae"," g__Nannocystis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0
"ASV14124"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Nanopelagicales"," f__Nanopelagicaceae"," g__Nanopelagicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14125"," d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Bacillales_H"," f__Marinococcaceae"," g__Natribacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14126"," d__Bacteria"," p__Bacteroidota"," c__Rhodothermia"," o__Balneolales"," f__Natronogracilivirgulaceae"," g__Natronogracilivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14127"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Chitinophagales"," f__Saprospiraceae"," g__Neolewinella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
"ASV14128"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Nioella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14129"," d__Bacteria"," p__Chlamydiota"," c__Chlamydiia"," o__Chlamydiales"," f__SM23-39"," g__O2-12-FULL-27-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14130"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Phycisphaerales"," f__Phycisphaeraceae"," g__OFTM12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14131"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__UBA1845"," f__UBA1845"," g__OFTM174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14132"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Phycisphaerales"," f__Phycisphaeraceae"," g__OFTM57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14133"," d__Bacteria"," p__Chloroflexota"," c__Anaerolineae"," o__Anaerolineales"," f__UBA11579"," g__OMJR01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0
"ASV14134"," d__Bacteria"," p__Bacillota_I"," c__Bacilli_A"," o__RF39"," f__UBA660"," g__OMSK01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"ASV14135"," d__Archaea"," p__Asgardarchaeota"," c__Thorarchaeia"," o__Thorarchaeales"," f__Thorarchaeaceae"," g__OWC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14136"," d__Bacteria"," p__Patescibacteria"," c__Gracilibacteria"," o__UBA1369"," f__GWF2-33-10"," g__OXYB2-FULL-32-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV14137"," d__Bacteria"," p__Patescibacteria"," c__WWE3"," o__UBA101185"," f__UBA10185"," g__OXYB2-FULL-41-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14138"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Oceanicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14139"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Oceanomicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14140"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Actinomycetales"," f__Dermatophilaceae"," g__Ornithinicoccus_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14141"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Tepidisphaerales"," f__Tepidisphaeraceae"," g__PALSA-1353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14142"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__UBA8190"," g__PALSA-743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14143"," d__Bacteria"," p__Patescibacteria"," c__JAEDAM01"," o__Absconditabacterales"," f__Absconditicoccaceae"," g__PDOX01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14144"," d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Pseudomonadales"," f__Alcanivoracaceae"," g__PGZG01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14145"," d__Bacteria"," p__Patescibacteria"," c__Saccharimonadia"," o__Saccharimonadales"," f__UBA4665"," g__PKXF01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0
"ASV14146"," d__Bacteria"," p__Planctomycetota"," c__Phycisphaerae"," o__Phycisphaerales"," f__UBA1924"," g__PNC22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0
"ASV14147"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__UBA828"," f__UBA828"," g__PTKB01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14148"," d__Bacteria"," p__Bacteroidota"," c__Rhodothermia"," o__Balneolales"," f__Cyclonatronaceae"," g__PXAI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14149"," d__Bacteria"," p__Acidobacteriota"," c__Terriglobia"," o__Acidoferrales"," f__UBA7541"," g__Palsa-295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
"ASV14150"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__RAAP-2"," g__Palsa-461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14151"," d__Bacteria"," p__Chloroflexota"," c__Dormibacteria"," o__Dormibacterales"," f__Dormibacteraceae"," g__Palsa-870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ASV14152"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Sphingobacteriales"," f__Sphingobacteriaceae"," g__Parapedobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14153"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Sphingomonadales"," f__Emcibacteraceae"," g__Paremcibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14154"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Caulobacterales"," f__Parvularculaceae"," g__Parvularcula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14155"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Mycobacteriales"," f__Micromonosporaceae"," g__Phytohabitans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV14156"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Mycobacteriales"," f__Micromonosporaceae"," g__Pilimelia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14157"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Chitinophagales"," f__Chitinophagaceae"," g__Pinibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"ASV14158"," d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Flavobacteriales"," f__Flavobacteriaceae"," g__Planktosalinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,5,0,0,0,5,0
"ASV14159"," d__Bacteria"," p__Chloroflexota"," c__Dehalococcoidia"," o__Plut-88900"," f__Plut-88900"," g__Plut-88900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"ASV14160"," d__Bacteria"," p__Actinomycetota"," c__Acidimicrobiia"," o__Acidimicrobiales"," f__Bin134"," g__Poriferisocius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14161"," d__Bacteria"," p__Planctomycetota"," c__JAJSAM01"," o__JAJSAM01"," f__JAJSAM01"," g__Prado167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14162"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Mycobacteriales"," f__Pseudonocardiaceae"," g__Prauserella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV14163"," d__Bacteria"," p__Cyanobacteriota"," c__Cyanobacteriia"," o__PCC-6307"," f__Cyanobiaceae"," g__Prochlorococcus_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV14164"," d__Bacteria"," p__Pseudomonadota"," c__Alphaproteobacteria"," o__Rhodobacterales"," f__Rhodobacteraceae"," g__Profundibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,1,0
"ASV14165"," d__Bacteria"," p__Actinomycetota"," c__Actinomycetes"," o__Propionibacteriales"," f__Propionibacteriaceae"," g__Propionibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
