"","19GWC19006-C1-GOWN986--Li17090_S14_L002_R1_paired","19GWC19014-C3-GOWN972--Li16960_S26_L002_R1_paired","19GWC19018-C4-GOWN3026--Li16946_S12_L001_R1_paired","19GWC19019-C5-GOWN983--Li17091_S15_L002_R1_paired","19GWC19024-C8-GOWN980--Li17092_S16_L002_R1_paired","19GWC19026-C9-GOWN218--Li16961_S27_L002_R1_paired","19GWC19028-C10-GOWN114--Li17093_S17_L002_R1_paired","19GWC19036-C12-GOWN137--Li17086_S18_L002_R1_paired","19GWC19038-C13-GOWN144--Li17094_S19_L002_R1_paired","19GWC19041-C15-GOWN150--Li17095_S20_L002_R1_paired","19GWC19045-C17-GOWN265--Li16962_S28_L002_R1_paired","19GWC19047-C18-GOWN139--Li17096_S21_L002_R1_paired","19GWC19048-C19-GOWN142--Li16947_S13_L001_R1_paired","19GWC19049-C20-GOWN123--Li16963_S29_L002_R1_paired","19GWC19053-C21-GOWN760--Li16964_S30_L002_R1_paired","19GWC19059-C24-GOWN117--Li16965_S31_L002_R1_paired","19GWE00021-E1-GOWN449--Li17097_S22_L002_R1_paired","19GWE00050-E2-GOWN991--Li16966_S32_L002_R1_paired","19GWE00506-E6-GOWN200--Li17085_S8_L001_R1_paired","19GWE00515-E9-GOWN33--Li17098_S23_L002_R1_paired","19GWE00520-E10-GOWN1124--Li17087_S9_L001_R1_paired","19GWE00525-E14-GOWN1153--Li17088_S10_L001_R1_paired","19GWE00534-E19-GOWN1117--Li17089_S11_L001_R1_paired","19GWE00537-E21-GOWN62--Li17099_S24_L002_R1_paired","19GWE00545-E23-GOWN186--Li17100_S25_L002_R1_paired"
"ASV7469",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0
"ASV7470",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV7471",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7472",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7473",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"ASV7474",0,0,0,0,1,0,0,0,0,0,0,2,1,1,4,0,0,0,1,752,2,1,0,82,0
"ASV7475",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7476",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV7477",0,0,0,0,1,0,0,2,0,0,0,1,0,7,3,1,1,0,2,0,1,0,0,1,1
"ASV7478",0,0,0,0,226,0,0,119,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7479",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV7480",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7481",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7482",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7483",0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"ASV7484",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ASV7485",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,3,0
"ASV7486",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0
"ASV7487",0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,3,0,1,0
"ASV7488",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV7489",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV7490",0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,2,0,0,0,0,0,10,0,0,0
"ASV7491",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV7492",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV7493",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ASV7494",0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"ASV7495",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7496",0,0,0,0,2,0,0,0,1,3,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0
"ASV7497",0,0,0,0,1,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,10,0,0,0
"ASV7498",0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0
"ASV7499",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7500",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7501",0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,24,3,0,2,0
"ASV7502",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ASV7503",0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,4,0,0,1,0,8,0,0,0,0
"ASV7504",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"ASV7505",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
"ASV7506",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV7507",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7508",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0
"ASV7509",0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0
"ASV7510",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,17,0,0,0,0,2,1,1,0,0
"ASV7511",0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"ASV7512",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV7513",0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7514",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ASV7515",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV7516",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV7517",0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV7518",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7519",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7520",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV7521",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
"ASV7522",0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV7523",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"ASV7524",0,0,0,0,1,0,0,0,7,0,0,1,2,7,1,2,0,0,3,0,13,9,1,23,1
"ASV7525",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV7526",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7527",0,0,0,0,1,0,0,3,17,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4
"ASV7528",0,0,0,0,2,0,0,7,2,2,0,5,0,0,0,2,0,0,10,0,1,7,1,0,1
"ASV7529",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7530",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7531",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV7532",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7533",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7534",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV7535",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,1
"ASV7536",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV7537",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7538",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0,0,3,0,1,0
"ASV7539",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7540",0,0,0,0,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV7541",0,0,0,0,2,0,0,6,0,7,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
"ASV7542",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0
"ASV7543",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7544",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7545",0,0,0,0,14,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,1,0,2,0,0
"ASV7546",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV7547",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0,0,0,428,4
"ASV7548",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV7549",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7550",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7551",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV7552",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7553",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"ASV7554",0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,11,0,3,2,0,13,1
"ASV7555",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV7556",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7557",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7558",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7559",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ASV7560",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV7561",0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,1,0,0,1,0,6,11,2,1,2
"ASV7562",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7563",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7564",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7565",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7566",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7567",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7568",0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"ASV7569",0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0
"ASV7570",0,0,0,0,1,1,0,3,0,0,0,4,0,0,0,3,2,0,2,0,0,0,2,0,0
"ASV7571",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7572",0,0,0,0,0,1,0,1,1,1,0,0,1,29,3,2,0,0,0,0,2,5,0,3,0
"ASV7573",0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV7574",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,1,0,1
"ASV7575",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7576",0,0,0,0,0,1,0,5,4,5,0,1,1,6,0,5,0,0,0,0,5,0,3,0,0
"ASV7577",0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7578",0,0,0,0,0,2,0,0,5,0,0,0,0,17,3,0,0,1,0,0,0,5,0,33,0
"ASV7579",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV7580",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
"ASV7581",0,0,0,0,0,1,0,1,2,1,0,0,0,3,2,10,0,0,3,0,0,9,0,0,0
"ASV7582",0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV7583",0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV7584",0,0,0,0,0,3,1,0,1,2,1,0,0,5,147,0,0,0,0,0,5,0,3,0,1
"ASV7585",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7586",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7587",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,1,0,0
"ASV7588",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV7589",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7590",0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"ASV7591",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7592",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV7593",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV7594",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7595",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7596",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"ASV7597",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV7598",0,0,0,0,0,1,0,2,2,1,0,0,0,0,2,8,0,0,0,0,3,26,3,0,0
"ASV7599",0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,36,9,0,0,0
"ASV7600",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7601",0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,7,0,0,0,0,2,5,0,0,0
"ASV7602",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7603",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV7604",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV7605",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV7606",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV7607",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7608",0,0,0,0,0,1,0,12,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0
"ASV7609",0,0,0,0,0,1,1,0,0,0,0,0,1,0,31,2,0,0,0,0,2,0,0,0,0
"ASV7610",0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"ASV7611",0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"ASV7612",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7613",0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1
"ASV7614",0,0,0,0,0,1,2,0,0,4,0,0,4,6,1,0,0,0,2,0,0,0,0,1,1
"ASV7615",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7616",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7617",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ASV7618",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7619",0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,10,0,0,0,0,0,1
"ASV7620",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7621",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7622",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
"ASV7623",0,0,0,0,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV7624",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV7625",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7626",0,0,0,0,0,1,0,0,3,0,0,7,0,0,0,0,0,0,0,0,6,5,6,0,0
"ASV7627",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7628",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"ASV7629",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7630",0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,2,1,0,0,0,1,5,0,0,0
"ASV7631",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,2,0,0,0,1,0,0
"ASV7632",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV7633",0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,1,2,0,1,0
"ASV7634",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
"ASV7635",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7636",0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,2
"ASV7637",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7638",0,0,0,0,0,1,7,0,1,0,175,0,8,1,0,0,0,2,0,82,1,0,0,0,0
"ASV7639",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
"ASV7640",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7641",0,0,0,0,0,1,1,0,1,1,4,0,1,0,7,0,0,0,0,0,4,0,1,0,0
"ASV7642",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"ASV7643",0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0
"ASV7644",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,2,0,0
"ASV7645",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7646",0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,35,0,0
"ASV7647",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1
"ASV7648",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV7649",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV7650",0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,10,0,0,16,0,1,17,0,0,0
"ASV7651",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7652",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7653",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7654",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7655",0,0,0,0,0,23,1,0,32,1,0,0,11,0,89,0,0,0,0,0,5,0,0,0,0
"ASV7656",0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0
"ASV7657",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,27,0,0,0
"ASV7658",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV7659",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV7660",0,0,0,0,0,2,0,3,0,3,0,0,10,7,0,1,0,0,0,0,0,0,1,82,0
"ASV7661",0,0,0,0,0,1,1,1,0,0,0,0,0,15,4,1,0,0,1,0,6,17,23,0,0
"ASV7662",0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,2,0
"ASV7663",0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0
"ASV7664",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7665",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7666",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7667",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7668",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7669",0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV7670",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
"ASV7671",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7672",0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV7673",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7674",0,0,0,0,0,3,0,2,18,0,0,1,0,1,0,17,0,0,1,0,27,73,4,0,0
"ASV7675",0,0,0,0,0,2,0,5,0,24,0,3,0,136,0,0,1,0,28,0,11,3,0,2,4
"ASV7676",0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,2,0,0
"ASV7677",0,0,0,0,0,2,0,5,1,2,0,0,1,3,2,3,0,0,0,0,2,2,0,0,2
"ASV7678",0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV7679",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"ASV7680",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7681",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0
"ASV7682",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV7683",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7684",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"ASV7685",0,0,0,0,0,1,0,4,4,1,0,0,0,1,4,0,0,0,0,0,0,5,0,0,0
"ASV7686",0,0,0,0,0,6,0,23,20,11,0,5,8,46,2,29,0,0,0,0,14,10,26,0,2
"ASV7687",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,2,0,0,0
"ASV7688",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"ASV7689",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,1,0,0
"ASV7690",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV7691",0,0,0,0,0,15,0,108,7,1523,0,3,34,0,0,1,0,0,0,0,5,24,2,0,0
"ASV7692",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV7693",0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,1,0,0,1,0,0,1,0,2,0
"ASV7694",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV7695",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7696",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV7697",0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,33,0,1,0,0,0,0,0,0,0
"ASV7698",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV7699",0,0,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
